customer_id,predicted_6m_ltv,future_6m_ltv,segment,segment_name
16775,1120.5395000000003,1408.8600000000001,0,Mid-Low
16779,3413.5158,4035.5,1,Mid-High
16781,870.2470000000001,0.0,1,Mid-High
16782,3308.358799999998,2296.54,1,Mid-High
16795,1012.2979,0.0,2,Low
16805,639.9142,0.0,2,Low
16810,296.5665000000001,0.0,2,Low
16812,364.7811000000001,0.0,2,Low
16814,4431.264300000006,6975.39,0,Mid-Low
16816,1736.0953000000022,2397.39,2,Low
16817,348.9296,0.0,1,Mid-High
16835,165.6388,0.0,0,Mid-Low
16839,1222.7959000000014,1318.85,0,Mid-Low
16858,566.0312,0.0,2,Low
16861,267.92639999999994,0.0,2,Low
16863,503.1852999999999,0.0,1,Mid-High
16873,2404.748,24.220000000000002,2,Low
16883,513.6171999999999,0.0,0,Mid-Low
16885,1075.8935999999999,0.0,2,Low
16891,3789.8791999999994,0.0,0,Mid-Low
16893,1130.9209999999998,0.0,0,Mid-Low
16898,688.653,0.0,1,Mid-High
16899,335.3803,0.0,2,Low
16904,2713.753099999999,3594.56,0,Mid-Low
16905,876.6325000000003,0.0,0,Mid-Low
16907,1365.4986,0.0,2,Low
16916,597.2062,0.0,0,Mid-Low
16919,1600.7758999999996,0.0,1,Mid-High
16923,8302.763799999993,11495.36,2,Low
16926,873.7831,0.0,0,Mid-Low
16927,127.21979999999998,0.0,2,Low
16928,927.9284000000004,1063.0,0,Mid-Low
16931,4258.412099999998,4525.06,1,Mid-High
16945,433.9207,0.0,2,Low
16950,347.12870000000004,0.0,2,Low
16954,731.2908000000002,0.0,2,Low
16955,719.0055999999997,571.25,1,Mid-High
16983,802.9597999999991,810.6999999999999,0,Mid-Low
16985,1595.1651999999988,2424.11,2,Low
16995,55.16590000000001,0.0,0,Mid-Low
16996,387.93660000000006,145.9,2,Low
17001,1116.3264999999976,950.68,2,Low
17007,1179.0751000000005,14.16,2,Low
17017,8106.814000000004,0.0,1,Mid-High
17019,2533.765399999996,3653.36,0,Mid-Low
17025,310.4442,0.0,0,Mid-Low
17026,166.6709,0.0,0,Mid-Low
17033,354.415,0.0,2,Low
17041,177.4655,0.0,2,Low
17044,290.4318,0.0,2,Low
17059,1233.5642,0.0,0,Mid-Low
17062,3584.067100000003,3200.7,1,Mid-High
17068,3703.689199999998,4250.23,1,Mid-High
17069,1268.184800000001,1508.33,0,Mid-Low
17076,384.56460000000004,0.0,2,Low
17085,587.8113999999999,2214.6,2,Low
17091,2267.4096000000022,2985.67,0,Mid-Low
17097,2607.0137999999984,3506.21,2,Low
17126,712.0684,0.0,2,Low
17135,44.5582,0.0,0,Mid-Low
17146,377.19300000000004,0.0,2,Low
17158,578.3489,0.0,2,Low
17179,870.7955999999999,0.0,2,Low
17181,65.3891,0.0,0,Mid-Low
17188,2103.705300000002,2792.85,1,Mid-High
17189,246.2692,0.0,2,Low
17191,1729.7983999999994,0.0,0,Mid-Low
17194,393.48740000000004,0.0,2,Low
17198,768.2635,0.0,1,Mid-High
17211,1976.3281000000022,915.5699999999999,1,Mid-High
17213,2080.0385000000006,2478.47,1,Mid-High
17214,893.1603000000006,1333.1,2,Low
17218,3845.876799999997,2475.6,1,Mid-High
17220,4442.930199999997,6066.99,2,Low
17223,1152.9534999999987,1460.65,0,Mid-Low
17227,106.81200000000003,0.0,2,Low
17228,2184.8236999999995,1005.53,1,Mid-High
17230,3527.161299999998,4392.85,2,Low
17231,1013.5848000000002,4622.37,2,Low
17235,397.8962,0.0,0,Mid-Low
17236,1064.198700000001,1443.83,2,Low
17238,3264.7075999999956,3142.36,0,Mid-Low
17243,1948.4665000000005,1983.22,1,Mid-High
17251,288.6289,0.0,2,Low
17259,785.1007999999998,0.0,0,Mid-Low
17262,133.52259999999998,0.0,2,Low
17287,748.7378000000001,0.0,1,Mid-High
17288,917.108400000001,669.55,2,Low
17293,1132.3235999999986,1372.09,2,Low
17303,237.32909999999995,0.0,2,Low
17307,111.63759999999998,0.0,2,Low
17315,4630.281900000006,6408.59,2,Low
17320,242.3676,0.0,0,Mid-Low
17324,1043.0860999999993,1405.78,2,Low
17338,2619.8390000000045,2895.89,2,Low
17339,172.858,0.0,2,Low
17340,3363.532299999996,3537.74,0,Mid-Low
17341,1402.1601,0.0,0,Mid-Low
17346,2329.5135000000005,0.0,1,Mid-High
17371,271.7186,0.0,2,Low
17372,2433.5259000000005,3005.44,2,Low
17375,1143.0705999999998,3044.4,2,Low
17377,743.0320999999998,0.0,1,Mid-High
17381,1776.8040000000008,1753.92,0,Mid-Low
17392,1779.4761999999996,2241.04,2,Low
17396,94.56689999999999,0.0,0,Mid-Low
17402,869.047,78.8,0,Mid-Low
17404,2365.702599999998,2539.4,1,Mid-High
17406,922.5165,6142.48,0,Mid-Low
17411,136.60219999999998,0.0,2,Low
17412,3875.1076000000003,0.0,1,Mid-High
17419,821.2476000000003,1086.56,2,Low
17420,483.3401,0.0,0,Mid-Low
17428,1682.7993000000001,1313.01,1,Mid-High
17430,92.69940000000001,0.0,0,Mid-Low
17442,701.5052,0.0,0,Mid-Low
17449,2042.5004000000001,0.0,2,Low
17450,2042.5448999999985,3143.06,2,Low
17454,665.7553999999998,0.0,2,Low
17456,165.80900000000003,0.0,2,Low
17460,318.3799000000001,155.84,0,Mid-Low
17470,492.4408,0.0,0,Mid-Low
17491,212.35170000000025,278.11,2,Low
17496,227.72060000000002,0.0,2,Low
17511,11008.22939999999,11359.72,1,Mid-High
17519,392.27520000000004,0.0,1,Mid-High
17524,238.9479,0.0,2,Low
17525,396.23959999999994,0.0,2,Low
17526,236.76010000000002,0.0,2,Low
17530,1124.3192,0.0,2,Low
17547,99.1009,0.0,0,Mid-Low
17548,254.74329999999995,0.0,0,Mid-Low
17551,380.75460000000004,0.0,2,Low
17552,369.88840000000005,0.0,0,Mid-Low
17567,519.9438999999999,0.0,0,Mid-Low
17572,238.53879999999998,0.0,0,Mid-Low
17576,2994.3807999999963,3424.18,1,Mid-High
17580,3878.4308999999976,4828.56,2,Low
17581,2190.4997999999982,2551.49,0,Mid-Low
17591,2439.3165999999974,1575.37,0,Mid-Low
17596,312.75629999999995,0.0,0,Mid-Low
17611,2366.6338999999994,16070.6,2,Low
17616,81.59490000000002,0.0,0,Mid-Low
17618,298.0906,0.0,2,Low
17629,832.4827000000001,22.99,2,Low
17633,1340.5939999999994,0.0,2,Low
17643,1456.1573999999998,0.0,0,Mid-Low
17646,461.98079999999993,0.0,2,Low
17655,178.22319999999996,0.0,1,Mid-High
17659,641.0963,0.0,1,Mid-High
17671,2076.2637000000004,0.0,2,Low
17674,387.43269999999995,0.0,0,Mid-Low
17675,3892.6813000000006,4550.83,2,Low
17676,243.6744,0.0,2,Low
17677,2590.6510999999996,2453.81,1,Mid-High
17682,239.24750000000003,0.0,0,Mid-Low
17685,2223.918400000002,2777.72,1,Mid-High
17690,3854.126000000001,4816.69,1,Mid-High
17691,1353.8755999999996,0.0,1,Mid-High
17692,217.50950000000003,0.0,2,Low
17696,386.19840000000005,125.0,2,Low
17700,1633.5177999999996,0.0,2,Low
17702,340.2051,0.0,2,Low
17706,559.6826,0.0,0,Mid-Low
17720,217.7809,0.0,2,Low
17722,2964.248100000001,3240.41,1,Mid-High
17732,362.2453,0.0,0,Mid-Low
17735,1859.6654000000008,4688.7300000000005,0,Mid-Low
17739,917.4156000000002,138.23000000000002,2,Low
17744,1207.1147000000005,851.11,2,Low
17752,176.7275,0.0,2,Low
17757,2855.9404000000004,2681.0,1,Mid-High
17760,464.649,0.0,0,Mid-Low
17787,3441.641199999996,4589.24,0,Mid-Low
17790,1916.8258,0.0,1,Mid-High
17796,5869.6910000000025,7857.2,0,Mid-Low
17799,454.2814000000001,7077.42,2,Low
17802,189.7002,0.0,0,Mid-Low
17809,1406.4591,0.0,0,Mid-Low
17812,748.5502000000001,0.0,0,Mid-Low
17816,306.7284,0.0,0,Mid-Low
17819,438.1578,0.0,1,Mid-High
17820,428.6758000000001,0.0,2,Low
17827,1359.0581,0.0,2,Low
17838,789.9875000000002,0.0,1,Mid-High
17841,27319.109599999952,25758.01,3,High
17848,263.7913999999996,234.45999999999998,2,Low
17850,23802.653199999975,0.0,3,High
17855,538.7465,0.0,0,Mid-Low
17857,365.01300000000003,0.0,1,Mid-High
17858,2268.567799999998,1146.77,1,Mid-High
17860,1392.7773000000002,0.0,0,Mid-Low
17863,2796.399300000002,3778.6,0,Mid-Low
17865,1773.9459,0.0,1,Mid-High
17869,603.4546999999999,0.0,2,Low
17870,95.57869999999998,0.0,2,Low
17873,681.5130000000004,0.0,0,Mid-Low
17880,297.68519999999995,0.0,2,Low
17884,4236.1296999999995,3476.0,1,Mid-High
17888,540.6188000000001,804.26,2,Low
17890,3704.742599999996,4202.49,2,Low
17894,2840.9116000000004,3980.37,1,Mid-High
17897,1727.8715999999997,0.0,1,Mid-High
17905,837.879700000001,139.99,0,Mid-Low
17908,1756.3453000000006,0.0,0,Mid-Low
17912,911.9309000000011,292.94,1,Mid-High
17913,977.3161,0.0,2,Low
17917,125.8946,0.0,2,Low
17920,2749.835100000001,2025.29,1,Mid-High
17924,310.43659999999943,33.69,0,Mid-Low
17925,262.63460000000003,0.0,0,Mid-Low
17937,815.9972,0.0,2,Low
17949,177.48760000000047,51.290000000000006,0,Mid-Low
17950,296.4552,0.0,0,Mid-Low
17951,1108.8665,125.0,1,Mid-High
17954,3804.094100000002,4973.01,1,Mid-High
17961,5020.4706999999935,7241.16,0,Mid-Low
17964,139.8566,0.0,0,Mid-Low
17965,3101.703000000004,3866.64,1,Mid-High
17967,503.36629999999997,0.0,0,Mid-Low
17968,908.8014000000003,0.0,0,Mid-Low
17969,144.4967,0.0,2,Low
17975,9105.314299999987,12136.82,1,Mid-High
17976,710.4815,0.0,0,Mid-Low
17978,520.0948999999999,0.0,2,Low
17980,407.99799999999993,0.0,2,Low
17990,1032.3754999999987,637.1800000000001,2,Low
17999,189.7407,0.0,0,Mid-Low
18004,568.9967,0.0,2,Low
18011,507.2105,0.0,0,Mid-Low
18016,1909.9048000000025,2149.82,2,Low
18037,248.3798000000001,24.78,2,Low
18041,3405.4626999999978,3035.35,1,Mid-High
18043,1177.9105000000002,0.0,0,Mid-Low
18044,249.38960000000006,0.0,2,Low
18050,152.98189999999997,0.0,2,Low
18055,4292.187099999997,1685.17,1,Mid-High
18061,914.2718000000001,934.0,2,Low
18065,841.8508,0.0,1,Mid-High
18071,224.40009999999998,0.0,2,Low
18074,347.72710000000006,0.0,0,Mid-Low
18075,1281.8210000000001,2619.49,2,Low
18077,2852.484799999998,2997.15,1,Mid-High
18085,1513.688000000001,1925.21,0,Mid-Low
18092,728.6813999999993,896.45,2,Low
18102,735.3285000000001,0.0,2,Low
18109,2303.3618999999976,2502.59,1,Mid-High
18113,77.55300000000003,0.0,0,Mid-Low
18116,6204.017099999996,6469.07,1,Mid-High
18118,7810.796699999988,8926.44,1,Mid-High
18119,399.9707000000001,0.0,2,Low
18141,289.8932,0.0,2,Low
18144,379.5217999999999,40.5,1,Mid-High
18156,715.1391,0.0,0,Mid-Low
18168,1414.8931000000005,0.0,1,Mid-High
18176,390.5720000000001,32.22,2,Low
18178,1985.356400000002,2206.66,2,Low
18193,299.6886,0.0,2,Low
18219,1424.4718999999996,0.0,1,Mid-High
18223,2432.3770000000018,3572.91,2,Low
18225,462.5126999999999,0.0,1,Mid-High
18229,1445.4101999999998,931.11,1,Mid-High
18230,1497.645499999999,0.0,1,Mid-High
18239,2415.1270999999965,2790.43,0,Mid-Low
18259,925.3851,0.0,2,Low
18260,1435.087400000001,1672.3799999999999,2,Low
18269,279.76129999999995,0.0,1,Mid-High
