customer_id,frequency,recency,T,monetary_value,predicted_purchases_6m,predicted_avg_value,predicted_ltv_6m,gender,location,tenure_months
13284,1.0,36.0,128.0,89.30000000000001,0.5923663211713851,1104.6379423654275,654.3503141453368,F,Illinois,14
13295,1.0,126.0,335.0,580.918,0.2865702071511927,1171.9076191591673,335.8338091845036,F,New York,33
13304,0.0,0.0,169.0,0.0,0.36952017461748443,1265.5940519672656,467.6625350777937,M,California,12
13305,0.0,0.0,345.0,0.0,0.22072832252888172,1265.5940519672656,279.3524520932649,F,Illinois,38
13309,0.0,0.0,8.0,0.0,1.006637804250784,1265.5940519672656,1273.994817545181,M,Illinois,14
13310,2.0,30.0,99.0,357.825,1.1771553344698389,1047.069531693279,1232.5634847935794,M,New Jersey,15
13313,0.0,0.0,168.0,0.0,0.37094958854385746,1265.5940519672656,469.47159284081056,M,California,42
13317,0.0,0.0,201.0,0.0,0.3290157230113501,1265.5940519672656,416.40034204687413,F,Illinois,17
13319,4.0,119.0,286.0,1465.33125,0.5960854792862812,1343.1004436518383,800.6026716838229,F,Illinois,27
13324,1.0,190.0,224.0,1615.06,0.5843009015313161,1313.412604938434,767.4281691481212,F,Illinois,24
13327,0.0,0.0,256.0,0.0,0.2770013046662026,1265.5940519672656,350.5712035727184,F,Illinois,14
13328,0.0,0.0,48.0,0.0,0.6992534307868303,1265.5940519672656,884.9709828215165,M,Illinois,18
13329,2.0,103.0,279.0,16.2195,0.4863244548997886,964.835864607273,469.22327592289827,M,Illinois,2
13330,0.0,0.0,44.0,0.0,0.7209640041200609,1265.5940519672656,912.4477552968523,F,New York,47
13368,0.0,0.0,156.0,0.0,0.38902122940200196,1265.5940519672656,492.3429540201668,M,California,43
13369,1.0,87.0,263.0,486.29099999999994,0.33431410689822544,1158.9595015028544,387.4565106761393,F,New York,24
13370,2.0,67.0,334.0,1341.1799999999998,0.20823203917655675,1283.7896304544504,267.32613262324844,M,Washington DC,41
13385,0.0,0.0,123.0,0.0,0.4494147135569727,1265.5940519672656,568.7765883442771,F,Illinois,26
13394,0.0,0.0,15.0,0.0,0.9336770224422449,1265.5940519672656,1181.6560860614125,M,Washington DC,6
13396,1.0,43.0,77.0,164.9,1.0045850733530384,1114.982534234738,1120.094810941561,M,Illinois,25
13397,0.0,0.0,166.0,0.0,0.3738423347920394,1265.5940519672656,473.1326352863602,M,California,40
13402,0.0,0.0,335.0,0.0,0.22587725874913014,1265.5940519672656,285.86891514757014,M,Illinois,42
13405,0.0,0.0,65.0,0.0,0.6202993812076532,1265.5940519672656,785.0472072953813,F,New York,7
13408,10.0,330.0,362.0,669.2633,3.5972087253267433,899.9301674938727,3237.2366506937165,M,Illinois,30
13418,2.0,141.0,347.0,770.292,0.4283970890385826,1146.3614750664494,491.0979189044426,F,New York,22
13426,1.0,56.0,207.0,572.654,0.3807854685343279,1170.776829381284,445.8148035250871,M,Illinois,38
13448,2.0,138.0,362.0,505.848,0.3836981398015162,1082.7026643655336,415.4309982752005,F,California,41
13451,0.0,0.0,142.0,0.0,0.4125051563220103,1265.5940519672656,522.0640722469633,M,California,12
13455,1.0,152.0,270.0,177.89100000000002,0.42630490060923043,1116.760134670905,476.08031821523093,F,New York,38
13458,4.0,104.0,208.0,494.31224999999995,1.2080801227811402,966.3044352547049,1167.3731807864642,F,California,33
13468,6.0,334.0,353.0,1081.126,2.2916196110632714,1175.6693414364245,2694.1869189615513,M,New York,33
13473,1.0,12.0,137.0,101.2,0.4235496973870568,1106.2662577522635,468.558738700483,F,New York,5
13481,0.0,0.0,290.0,0.0,0.2523942684163182,1265.5940519672656,319.4286848583218,M,Illinois,6
13487,0.0,0.0,172.0,0.0,0.3652981787105164,1265.5940519672656,462.31920217050475,M,Washington DC,6
13488,4.0,274.0,285.0,1686.7915,1.8302524252259256,1429.0362885927009,2615.4971329326463,F,California,22
13491,5.0,321.0,340.0,579.0142,1.9711562302405279,962.0170527552202,1896.2859071360829,F,Illinois,16
13494,0.0,0.0,25.0,0.0,0.846824480379822,1265.5940519672656,1071.736025428973,M,California,33
13495,2.0,80.0,289.0,156.81849999999997,0.3522707067877727,998.6818400339724,351.80635764488085,M,New York,25
13496,1.0,18.0,211.0,47.153,0.2495972552058411,1098.870832398287,274.2751435923703,F,New York,21
13497,0.0,0.0,300.0,0.0,0.2459734573555434,1265.5940519672656,311.3025445709996,F,New York,22
13502,0.0,0.0,96.0,0.0,0.5152115680375836,1265.5940519672656,652.048696013094,F,California,32
13506,2.0,289.0,318.0,552.636,0.8486984952287255,1093.9657992261257,928.4471276349029,M,New Jersey,30
13520,1.0,233.0,333.0,2599.699,0.3989122249800769,1448.143935541689,577.6823194183402,F,Illinois,19
13523,0.0,0.0,269.0,0.0,0.2670420240567224,1265.5940519672656,337.96679727148734,F,Illinois,13
13527,0.0,0.0,114.0,0.0,0.4693567241322186,1265.5940519672656,594.0150783125766,F,California,44
13531,0.0,0.0,268.0,0.0,0.2677824161167129,1265.5940519672656,338.9038330587351,F,New Jersey,48
13534,5.0,147.0,194.0,605.3165999999999,2.535116522234983,973.6468779550071,2468.308287126247,F,California,20
13538,0.0,0.0,44.0,0.0,0.7209640041200609,1265.5940519672656,912.4477552968523,M,New York,32
13539,0.0,0.0,12.0,0.0,0.9635325942558475,1265.5940519672656,1219.4411201667892,M,New York,24
13551,0.0,0.0,76.0,0.0,0.5783035682361717,1265.5940519672656,731.8975561911446,F,Illinois,46
13552,0.0,0.0,44.0,0.0,0.7209640041200609,1265.5940519672656,912.4477552968523,F,New York,50
13564,1.0,114.0,287.0,3533.656,0.33966930171047016,1575.9402845957325,535.298536006032,M,California,26
13565,0.0,0.0,142.0,0.0,0.4125051563220103,1265.5940519672656,522.0640722469633,F,New Jersey,8
13569,0.0,0.0,285.0,0.0,0.25573302160078,1265.5940519672656,323.6541910295634,M,Illinois,14
13576,3.0,332.0,349.0,370.35699999999997,1.1818601382855858,977.0612728123943,1154.7497709995469,M,New York,23
13579,0.0,0.0,304.0,0.0,0.24349631790576357,1265.5940519672656,308.16749161746475,F,New York,49
13581,0.0,0.0,12.0,0.0,0.9635325942558475,1265.5940519672656,1219.4411201667892,F,California,47
13584,1.0,1.0,3.0,1961.779,2.090433824153091,1360.8552841492208,2844.777915762997,M,Illinois,35
13593,1.0,1.0,147.0,1556.536,0.3252181464664135,1305.40457723262,424.54125699636484,M,California,28
13599,4.0,161.0,279.0,203.884,1.1320249701304343,853.6061200561713,966.3034425597433,F,California,46
13600,0.0,0.0,29.0,0.0,0.8166387875298289,1265.5940519672656,1033.533192103511,F,California,13
13606,0.0,0.0,25.0,0.0,0.846824480379822,1265.5940519672656,1071.736025428973,F,California,28
13611,0.0,0.0,211.0,0.0,0.31813783446328375,1265.5940519672656,402.6333510024785,F,New York,5
13614,0.0,0.0,125.0,0.0,0.44521542992818314,1265.5940519672656,563.4619999611575,M,Illinois,20
13615,2.0,41.0,75.0,772.6205,1.7903160915215117,1146.9220078851827,2053.3529264370045,F,California,11
13627,0.0,0.0,189.0,0.0,0.34310615314932064,1265.5940519672656,434.2331066191499,F,Illinois,49
13629,1.0,142.0,163.0,762.503,0.7328224945644156,1196.7544804632514,877.0086037542211,F,New York,22
13634,0.0,0.0,116.0,0.0,0.4647706203065633,1265.5940519672656,588.210932589123,M,Illinois,21
13649,1.0,1.0,269.0,658.082,0.12431357743122258,1182.4662181936048,146.99660577521564,F,California,34
13652,0.0,0.0,302.0,0.0,0.24472857490215516,1265.5940519672656,309.727028742593,F,Washington DC,35
13656,0.0,0.0,153.0,0.0,0.3938220677144957,1265.5940519672656,498.4188664329154,M,Illinois,44
13659,1.0,1.0,86.0,818.304,0.619775263909403,1204.389911295254,746.4510751228385,F,Illinois,8
13668,2.0,225.0,237.0,1553.2675,1.075960566313974,1334.8448179971078,1436.2403863134416,F,Illinois,15
13672,1.0,5.0,139.0,154.044,0.3751718745774296,1113.4970727356213,417.7527841147035,F,New Jersey,45
13680,2.0,15.0,166.0,1390.4875,0.36489397647078525,1295.659276990713,472.77826573240384,M,Washington DC,34
13693,0.0,0.0,104.0,0.0,0.49374780489270864,1265.5940519672656,624.884285044106,M,Illinois,3
13694,7.0,349.0,360.0,665.7602857142857,2.663583093245288,950.0857994733799,2530.6324726097278,F,California,44
13700,1.0,1.0,117.0,50.956,0.43843634300613143,1099.3912091559455,482.0130612754217,M,Illinois,42
13703,0.0,0.0,69.0,0.0,0.6043197447257478,1265.5940519672656,764.8234744112827,F,Illinois,18
13705,0.0,0.0,362.0,0.0,0.21249662278987982,1265.5940519672656,268.93446186600363,F,Illinois,39
13707,0.0,0.0,41.0,0.0,0.7381898812233085,1265.5940519672656,934.2487228986415,F,Illinois,28
13709,0.0,0.0,40.0,0.0,0.7441238100325133,1265.5940519672656,941.7586679043683,F,New York,22
13715,4.0,196.0,348.0,1279.32475,0.8791715297228033,1270.922137423102,1117.3585597168435,M,California,23
13725,1.0,1.0,9.0,47.031000000000006,1.8744928953613138,1098.8541387447412,2059.7942761153927,F,Illinois,48
13728,0.0,0.0,19.0,0.0,0.8967741902569495,1265.5940519672656,1134.9520811469563,F,New York,2
13742,1.0,1.0,82.0,230.55,0.65019277107577,1123.9656355074926,730.7943311445555,F,California,6
13747,0.0,0.0,362.0,0.0,0.21249662278987982,1265.5940519672656,268.93446186600363,F,Illinois,21
13748,0.0,0.0,364.0,0.0,0.21156859692812796,1265.5940519672656,267.75995785529864,F,California,30
13750,0.0,0.0,151.0,0.0,0.3970900606460548,1265.5940519672656,502.5548188489677,M,New York,20
13754,0.0,0.0,58.0,0.0,0.6504694600414405,1265.5940519672656,823.230279614806,M,New York,7
13756,2.0,85.0,286.0,621.7475,0.3829760458125879,1110.6028032638667,425.3342700623711,F,California,6
13758,2.0,215.0,360.0,275.451,0.590611721670119,1027.2398858224055,606.6999175337874,M,Washington DC,46
13764,1.0,1.0,155.0,3406.881,0.3018609227182354,1558.5932523968986,470.47839731094336,M,New York,14
13767,8.0,225.0,362.0,511.80725,1.1271697120907005,844.1358304840712,951.4843410121749,F,Illinois,29
13769,3.0,197.0,284.0,491.32066666666674,1.127309664675528,1016.0475757624347,1145.4002519271335,F,New York,20
13777,9.0,333.0,351.0,469.79422222222223,3.4362695998442696,797.726234051539,2741.202407069558,F,California,7
13782,0.0,0.0,117.0,0.0,0.4625116868282197,1265.5940519672656,585.3520398151416,M,New Jersey,17
13784,2.0,109.0,132.0,91.25800000000001,1.4980324371438392,982.8996575720621,1472.415569500521,M,New York,30
13786,0.0,0.0,283.0,0.0,0.257093580029612,1265.5940519672656,325.37610568444717,M,Illinois,21
13787,0.0,0.0,244.0,0.0,0.2868837668272521,1265.5940519672656,363.0783889025342,F,New Jersey,35
13798,6.0,254.0,335.0,1569.5668333333333,1.9158373333100762,1413.7750734617025,2708.5630666411253,M,California,37
13800,0.0,0.0,13.0,0.0,0.953358859971308,1265.5940519672656,1206.5653025699808,F,California,27
13802,1.0,199.0,224.0,818.339,0.5943135881782939,1204.3947004581564,715.7881360122085,F,New Jersey,40
13807,0.0,0.0,280.0,0.0,0.25916199514160493,1265.5940519672656,327.9938795471846,F,Illinois,33
13815,1.0,1.0,71.0,594.5999999999999,0.7449769778356576,1173.7797713543512,874.4389067081937,F,California,33
13817,0.0,0.0,170.0,0.0,0.36810188864724186,1265.5940519672656,465.86756078986605,M,California,14
13819,1.0,68.0,80.0,878.124,1.0919647421826593,1212.5752748616846,1324.0894473914066,F,California,7
13824,0.0,0.0,18.0,0.0,0.9057090875275596,1265.5940519672656,1146.260033987579,M,Illinois,42
13829,0.0,0.0,202.0,0.0,0.32789418410972887,1265.5940519672656,414.9809290839324,F,New York,38
13831,0.0,0.0,318.0,0.0,0.23520835904074158,1265.5940519672656,297.67830017494356,F,California,35
13837,0.0,0.0,62.0,0.0,0.6328684694624805,1265.5940519672656,800.9545706293425,F,California,5
13838,1.0,1.0,324.0,1877.88,0.08830094939406986,1349.3751133391245,119.15110359657531,F,California,5
13842,3.0,266.0,278.0,532.2620000000001,1.4090070816721278,1029.2428704198821,1450.2104931821623,F,New York,5
13846,0.0,0.0,212.0,0.0,0.31708990795322084,1265.5940519672656,401.3071014444441,F,New Jersey,4
13848,0.0,0.0,268.0,0.0,0.2677824161167129,1265.5940519672656,338.9038330587351,M,New York,35
13854,7.0,242.0,263.0,351.8841428571428,3.2723471649513796,784.9892028762949,2568.7571925496873,F,Illinois,44
13859,1.0,1.0,109.0,462.30500000000006,0.477497994336599,1155.6774197491868,551.8336500303326,M,New York,45
13862,1.0,14.0,132.0,261.90000000000003,0.4557079865064647,1128.2553571358378,514.1549770655049,M,California,32
13869,1.0,152.0,186.0,6615.058,0.6564714950443741,1997.5784601946384,1311.353318232413,F,New Jersey,6
13871,0.0,0.0,11.0,0.0,0.9739387469086755,1265.5940519672656,1232.6110850680718,F,New York,17
13873,0.0,0.0,16.0,0.0,0.9241540169637005,1265.5940519672656,1169.6038269709147,M,Illinois,24
13874,0.0,0.0,192.0,0.0,0.33947021701346325,1265.5940519672656,429.6314874722759,F,California,39
13880,0.0,0.0,283.0,0.0,0.257093580029612,1265.5940519672656,325.37610568444717,F,New York,40
13881,0.0,0.0,27.0,0.0,0.831444767761764,1265.5940519672656,1052.271552618593,F,Illinois,22
13883,0.0,0.0,108.0,0.0,0.4836868971169634,1265.5940519672656,612.1512600057316,M,California,36
13890,1.0,143.0,201.0,21.991999999999997,0.5903611514710239,1095.4279716043225,646.6981186698958,F,New York,31
13894,0.0,0.0,18.0,0.0,0.9057090875275596,1265.5940519672656,1146.260033987579,F,New York,16
13898,0.0,0.0,107.0,0.0,0.4861626467316348,1265.5940519672656,615.28455399222,F,New Jersey,23
13901,0.0,0.0,74.0,0.0,0.5854986842355309,1265.5940519672656,741.0036522031481,F,California,10
13911,1.0,1.0,5.0,1485.462,2.014716848295159,1295.6792925432103,2610.426900673958,M,Illinois,30
13922,0.0,0.0,170.0,0.0,0.36810188864724186,1265.5940519672656,465.86756078986605,F,New Jersey,11
13929,1.0,22.0,109.0,11.391,0.6226904135280864,1093.9774025777806,681.2092412015401,F,Washington DC,21
13939,1.0,6.0,25.0,119.228,1.4969431687504933,1108.733087146707,1659.7104207719085,M,Illinois,36
13941,1.0,23.0,348.0,26.118,0.1143999685272974,1095.9925454939093,125.3815127106558,F,New York,38
13948,0.0,0.0,223.0,0.0,0.3060069439130016,1265.5940519672656,387.2805680769755,F,Illinois,9
13953,0.0,0.0,171.0,0.0,0.3666945996499187,1265.5940519672656,464.08650420545484,F,Illinois,16
13958,0.0,0.0,336.0,0.0,0.22535151396844694,1265.5940519672656,285.20353568028463,F,New Jersey,22
13959,0.0,0.0,235.0,0.0,0.29477576639406433,1265.5940519672656,373.06645661242,M,California,38
13963,3.0,282.0,287.0,1301.9833333333333,1.3922965124339035,1277.3222310690217,1778.4112875716914,F,Illinois,40
13969,1.0,166.0,254.0,1293.411,0.478863850328306,1269.4003346980653,607.8699318815559,F,New York,15
13982,1.0,147.0,258.0,1812.2800000000002,0.4446083924904913,1340.3988537276593,595.9525796519517,F,Illinois,13
13983,2.0,169.0,278.0,3590.6315,0.744200192460096,1825.2933409541838,1358.3836556342353,M,California,30
13984,1.0,163.0,267.0,54.322,0.44669984043234523,1099.8517897939362,491.3036190001806,F,New York,34
13993,0.0,0.0,126.0,0.0,0.44314563149171415,1265.5940519672656,560.8424753711912,M,Illinois,49
13999,2.0,143.0,232.0,1180.4875,0.8691833811092192,1245.106607059868,1082.2259705657243,F,Illinois,48
14001,0.0,0.0,356.0,0.0,0.21533048221458295,1265.5940519672656,272.52097749801925,F,New York,10
14006,0.0,0.0,29.0,0.0,0.8166387875298289,1265.5940519672656,1033.533192103511,F,New Jersey,3
14016,0.0,0.0,187.0,0.0,0.34557424653632207,1265.5940519672656,437.35671092943863,M,California,41
14030,1.0,1.0,266.0,24.491,0.12682228412311533,1095.7699178355579,138.96804385330387,F,California,5
14031,4.0,239.0,336.0,358.32025000000004,1.2742359677959614,913.5338480942652,1164.0576870407647,F,Illinois,17
14032,4.0,107.0,277.0,258.837,0.5293473792852872,874.9301837968887,463.1419998504777,M,New York,50
14037,0.0,0.0,248.0,0.0,0.2835114767213739,1265.5940519672656,358.8104386030267,M,California,24
14040,2.0,90.0,129.0,2808.931,1.4161719125533907,1637.1169249481054,2318.4390066772844,F,New York,10
14044,1.0,1.0,15.0,4775.562,1.6886054912308888,1745.8742886968964,2948.0929108924015,M,California,49
14045,1.0,203.0,361.0,139.446,0.33514205024604754,1111.4995813056187,372.51024852638847,F,California,14
14047,2.0,196.0,348.0,52.9705,0.5799059498009527,973.6828225721706,564.6444620285871,F,California,10
14049,1.0,1.0,64.0,6053.17,0.8152339243609881,1920.6935126250198,1565.814509791986,M,Illinois,45
14051,3.0,232.0,272.0,858.3106666666666,1.3499979018600943,1134.3275825934277,1531.33985652316,M,Illinois,6
14057,1.0,6.0,220.0,560.7760000000001,0.19310670356860365,1169.1515243254153,225.77099683468907,M,New York,39
14060,4.0,280.0,344.0,836.84125,1.4245040876407247,1099.2200218294904,1565.8434143126358,F,Illinois,22
14062,3.0,149.0,243.0,980.5226666666667,1.1455199641118632,1173.7162204168815,1344.5153626894578,F,California,18
14068,0.0,0.0,81.0,0.0,0.5610864617475725,1265.5940519672656,710.1076886270864,M,California,32
14078,0.0,0.0,356.0,0.0,0.21533048221458295,1265.5940519672656,272.52097749801925,F,New York,7
14081,0.0,0.0,304.0,0.0,0.24349631790576357,1265.5940519672656,308.16749161746475,F,California,49
14082,0.0,0.0,250.0,0.0,0.2818551550070517,1265.5940519672656,356.7142076932363,F,New York,31
14083,1.0,157.0,331.0,1874.687,0.3296303712012091,1348.9382048491943,444.65100119193255,M,Illinois,41
14085,5.0,284.0,297.0,1838.7056,2.2005474401506486,1519.0000956590961,3342.6317720912143,F,New York,5
14088,0.0,0.0,89.0,0.0,0.5356247888119702,1265.5940519672656,677.8835468066522,M,Washington DC,39
14090,0.0,0.0,102.0,0.0,0.4989404890933509,1265.5940519672656,631.4561152821833,F,California,32
14092,3.0,260.0,348.0,912.525,1.0165277744453,1151.8007336793003,1170.837436411483,F,Illinois,41
14099,1.0,60.0,178.0,1931.3860000000002,0.47782894133139403,1356.6965119179517,648.2688579977499,M,New York,32
14101,0.0,0.0,111.0,0.0,0.4764117961008484,1265.5940519672656,602.9439354322755,M,California,25
14107,1.0,68.0,245.0,16.791,0.32772691266664966,1094.7163019970171,358.7679938993341,M,Illinois,11
14113,3.0,152.0,178.0,111.03066666666666,1.8267692366608625,893.4810104670361,1632.1836234618436,M,Illinois,23
14114,0.0,0.0,126.0,0.0,0.44314563149171415,1265.5940519672656,560.8424753711912,M,California,18
14119,0.0,0.0,176.0,0.0,0.3598186673504414,1265.5940519672656,455.38436518550674,M,California,8
14127,0.0,0.0,19.0,0.0,0.8967741902569495,1265.5940519672656,1134.9520811469563,F,Illinois,17
14130,0.0,0.0,75.0,0.0,0.5818782481147214,1265.5940519672656,736.4216497831243,F,New York,50
14133,1.0,31.0,44.0,77.137,1.3598713854279667,1102.9736398402104,1499.902291700034,F,Illinois,32
14135,7.0,235.0,348.0,628.0772857142857,1.5924555727194423,930.26481214718,1481.4053842085818,F,Illinois,21
14142,0.0,0.0,350.0,0.0,0.21824139537577528,1265.5940519672656,276.2050118806175,F,Illinois,21
14146,1.0,141.0,186.0,3749.156,0.6387501536288037,1605.4278447522988,1025.46728247549,M,California,29
14150,0.0,0.0,211.0,0.0,0.31813783446328375,1265.5940519672656,402.6333510024785,M,Illinois,48
14156,5.0,323.0,336.0,1307.534,2.008783217416707,1284.138149255302,2579.5551630686014,F,California,5
14159,0.0,0.0,241.0,0.0,0.28946660958220416,1265.5940519672656,366.34721933036826,F,California,13
14161,0.0,0.0,311.0,0.0,0.23928010263269167,1265.5940519672656,302.83147464605145,F,Illinois,41
14167,0.0,0.0,128.0,0.0,0.43906429918741696,1265.5940519672656,555.6771654827709,M,California,29
14175,2.0,35.0,122.0,467.6055,0.9453643746900219,1073.4966620806272,1014.8455006796778,M,California,37
14176,2.0,173.0,286.0,134.1585,0.7243933227425969,993.2269662214346,719.4869822986941,F,New York,13
14180,9.0,327.0,342.0,1934.927666666667,3.524468345685511,1659.1096648914152,5847.479495930688,F,California,11
14185,0.0,0.0,129.0,0.0,0.4370522128372481,1265.5940519672656,553.1306809659526,F,California,19
14188,0.0,0.0,18.0,0.0,0.9057090875275596,1265.5940519672656,1146.260033987579,F,California,50
14189,2.0,234.0,300.0,2063.1635,0.8211560053453916,1457.5905522211942,1196.909235291139,F,New York,7
14194,0.0,0.0,4.0,0.0,1.05405150501732,1265.5940519672656,1334.0013152170648,M,Illinois,19
14201,0.0,0.0,206.0,0.0,0.3234843163756128,1265.5940519672656,409.3998267096727,F,California,12
14205,0.0,0.0,258.0,0.0,0.2754206129187708,1265.5940519672656,348.57068949917493,M,Illinois,26
14206,0.0,0.0,223.0,0.0,0.3060069439130016,1265.5940519672656,387.2805680769755,F,Illinois,24
14209,0.0,0.0,134.0,0.0,0.42726699561245945,1265.5940519672656,540.7465682490524,F,California,29
14210,1.0,164.0,330.0,2425.203,0.338867901350706,1424.2670849751914,482.63839804843076,F,New York,18
14213,0.0,0.0,334.0,0.0,0.2264054776533727,1265.5940519672656,286.5374258509162,F,California,25
14215,4.0,248.0,288.0,664.067,1.7058752402758715,1032.1763823602232,1760.7641342658255,F,New York,29
14217,4.0,248.0,270.0,132.45550000000003,1.861248199412045,825.8888728284708,1537.1841774664344,F,New York,10
14220,0.0,0.0,192.0,0.0,0.33947021701346325,1265.5940519672656,429.6314874722759,F,California,19
14221,0.0,0.0,165.0,0.0,0.3753059398046559,1265.5940519672656,474.9849650847571,F,New York,39
14224,1.0,1.0,83.0,60.837,0.6424023861157753,1100.7432582599224,707.1200956070272,F,Illinois,3
14229,2.0,98.0,139.0,139.84,1.3557356658973971,994.5946566700636,1348.4074491585818,M,Illinois,29
14233,1.0,41.0,61.0,1094.574,1.1764412359061298,1242.1928265827464,1461.366864138735,F,New Jersey,2
14236,0.0,0.0,334.0,0.0,0.2264054776533727,1265.5940519672656,286.5374258509162,F,Illinois,18
14237,0.0,0.0,356.0,0.0,0.21533048221458295,1265.5940519672656,272.52097749801925,F,Illinois,39
14238,0.0,0.0,110.0,0.0,0.4788118702164639,1265.5940519672656,605.981454957279,M,New York,21
14239,0.0,0.0,49.0,0.0,0.6940359806029469,1265.5940519672656,878.3678089023581,F,California,46
14242,0.0,0.0,108.0,0.0,0.4836868971169634,1265.5940519672656,612.1512600057316,F,Illinois,26
14243,2.0,204.0,265.0,1382.1785,0.8969396505946051,1293.6590763504491,1160.3341199303115,M,New York,46
14248,0.0,0.0,65.0,0.0,0.6202993812076532,1265.5940519672656,785.0472072953813,M,Illinois,34
14256,0.0,0.0,248.0,0.0,0.2835114767213739,1265.5940519672656,358.8104386030267,F,Illinois,7
14257,0.0,0.0,73.0,0.0,0.5891657812457126,1265.5940519672656,745.644708367221,F,Illinois,38
14258,0.0,0.0,157.0,0.0,0.38744724986685497,1265.5940519672656,490.3509348825666,F,California,31
14264,0.0,0.0,335.0,0.0,0.22587725874913014,1265.5940519672656,285.86891514757014,M,Illinois,16
14270,0.0,0.0,131.0,0.0,0.4330838579408912,1265.5940519672656,548.1083546130282,M,New York,6
14282,0.0,0.0,285.0,0.0,0.25573302160078,1265.5940519672656,323.6541910295634,F,New Jersey,37
14290,1.0,184.0,233.0,33.528,0.5526186033626481,1097.0064796969727,606.2261886899163,F,New York,17
14292,0.0,0.0,108.0,0.0,0.4836868971169634,1265.5940519672656,612.1512600057316,M,New Jersey,22
14293,0.0,0.0,302.0,0.0,0.24472857490215516,1265.5940519672656,309.727028742593,F,California,18
14295,0.0,0.0,135.0,0.0,0.42536322069412513,1265.5940519672656,538.337162036124,F,Illinois,7
14298,7.0,187.0,219.0,2085.203571428571,3.5225071660727583,1696.702772018094,5976.64767312925,M,Illinois,41
14299,8.0,220.0,270.0,304.635,3.214996874753092,728.3014224023767,2341.486796901873,F,Washington DC,18
14307,1.0,262.0,361.0,2395.434,0.38004411317418446,1420.1936966768117,539.7362539891056,F,California,28
14309,2.0,181.0,197.0,309.6155,1.2077130229844935,1035.464203402655,1250.5436032836508,F,New Jersey,49
14312,1.0,134.0,153.0,819.369,0.7645406518140061,1204.5356386807146,920.9164623301536,M,Illinois,27
14320,2.0,46.0,137.0,510.4645,0.9200970834659441,1083.8139805595133,997.2140825324236,F,Illinois,29
14321,0.0,0.0,139.0,0.0,0.4179176585819972,1265.5940519672656,528.9141029134621,F,Washington DC,24
14329,1.0,1.0,121.0,79.02199999999999,0.42052091144611087,1103.2315704708142,463.93194555051105,F,California,22
14334,1.0,114.0,193.0,1990.719,0.564483279781148,1364.8152377034253,770.4153816741166,M,California,41
14341,1.0,8.0,66.0,164.4,0.864701787543628,1114.914117621846,964.0682304652369,F,Illinois,3
14344,2.0,108.0,300.0,20.173000000000002,0.4400136619387266,965.7875788004711,424.9597292029318,F,New York,15
14355,0.0,0.0,262.0,0.0,0.27231319413749167,1265.5940519672656,344.63795877261674,F,New York,7
14368,0.0,0.0,80.0,0.0,0.5644451293919913,1265.5940519672656,714.3583984203979,F,New York,4
14373,0.0,0.0,194.0,0.0,0.3370892869525116,1265.5940519672656,426.6181965489855,F,Illinois,40
14388,1.0,81.0,347.0,156.99099999999999,0.20964501308325217,1113.9003202520082,233.52364721267105,F,California,6
14389,0.0,0.0,69.0,0.0,0.6043197447257478,1265.5940519672656,764.8234744112827,M,Washington DC,38
14390,0.0,0.0,345.0,0.0,0.22072832252888172,1265.5940519672656,279.3524520932649,M,Illinois,37
14395,1.0,193.0,335.0,1329.0819999999999,0.3613289156531898,1274.2813126950252,460.4346849532168,M,New Jersey,4
14396,0.0,0.0,326.0,0.0,0.2307224457323891,1265.5940519672656,292.00095497425184,M,New Jersey,9
14401,1.0,172.0,212.0,482.536,0.5976835629291142,1158.4456927400336,692.3839490967491,F,California,20
14404,1.0,188.0,304.0,823.269,0.40514945480257863,1205.0692882612743,488.23316513838677,M,Illinois,32
14409,1.0,217.0,290.0,1739.091,0.4584036988711448,1330.3841667657152,609.8530229650098,M,New York,15
14410,0.0,0.0,0.0,0.0,1.1064879658914117,1265.5940519672656,1400.3645882055293,F,New York,45
14411,0.0,0.0,20.0,0.0,0.8880228293039322,1265.5940519672656,1123.876410778199,F,New York,17
14413,0.0,0.0,236.0,0.0,0.29387729279100255,1265.5940519672656,371.9293537645354,F,Illinois,34
14414,0.0,0.0,200.0,0.0,0.33014505124553695,1265.5940519672656,417.82961314277964,F,New Jersey,7
14415,2.0,112.0,216.0,4539.6630000000005,0.8183464762475504,2053.750846542159,1680.6797683581992,M,New Jersey,47
14419,1.0,1.0,251.0,1324.002,0.14046784749842317,1273.5861999080398,178.8979121047788,M,New York,20
14426,2.0,173.0,207.0,1609.7600000000002,1.1201941697788702,1348.4440880260045,1510.5192056795158,F,California,13
14428,0.0,0.0,104.0,0.0,0.49374780489270864,1265.5940519672656,624.884285044106,F,Illinois,23
14437,0.0,0.0,264.0,0.0,0.2707858519069931,1265.5940519672656,342.70496353037936,F,New York,3
14438,1.0,1.0,1.0,275.21,2.1702625299804845,1130.07660737103,2452.562916984814,F,New York,41
14439,0.0,0.0,79.0,0.0,0.5678453695067274,1265.5940519672656,718.6617220848683,F,New York,48
14440,1.0,206.0,261.0,3741.964,0.5079255834843147,1604.4437401924565,814.9380229050097,F,New Jersey,10
14441,1.0,167.0,256.0,29.04,0.47558983688144796,1096.3923721796518,521.4330694429844,M,New Jersey,19
14442,2.0,29.0,57.0,474.94050000000004,2.0367586745869266,1075.2623946232118,2190.0500097059376,F,California,44
